,Product,Price_range,Brand,Memory,RAM
207,Dell Latitude 7210 2-in-1 Laptop/Tablet i5-10310U 1.70GHz 256GB SSD 16GB DDR3 B-,327.25,Dell,32,32
208,DELL CHROMEBOOK LAPTOP,12.00,Other,1000,32
209,"2023 HP Pavilion 15.6"" HD Laptop, Intel N5030, Upto 3.1GHz, 32GB RAM, 1TB SSD",349.00 to 509.00,HP,128,8
210,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 8th Gen,224.99 to 424.99,HP,512,16
211,Microsoft Surface Laptop Go 2 12.4” i5 1135G7 8GB 128GB 8QD-00023 New Wnty,369.00,Microsoft,0,8
212,"LG Gram 14"" (1920 x 1200) Laptop i7-1260P 16GB 512GB SSD Black 14ZB90Q-G.AAC6U1",599.00,LG,0,8
213,"Lenovo ThinkPad T480 Laptop 14"" Core i5 8GB Ram 256G SSD Windows 10 WiFi",169.00,Lenovo,0,8
214,Dell Latitude Laptop 15.6” Screen Intel Core 8GB Ram 250GB HDMI WiFi Windows 10,198.54,Dell,0,0
215,"New ListingDell Inspiron 15-7559 15"" Intel Core i7 8GB RAM, nVIDIA GTX 960M Laptop (No HDD)",152.50,Dell,256,16
216,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 7th Gen,239.99 to 379.99,HP,0,0
217,Lenovo Thinkpad X1 Carbon 6th Gen i5-8350U 16GB Ram 256GB SSD FHD W10P,279.99,Lenovo,1000,8
218,HP stream11-N2840 11.6 in Celeron 2.16 GHz 2 GB Rams 32 GB SSD Window 10 Home AC,49.99,HP,0,0
219,"Dell Latitude Laptop Computer PC 15.6"" Core i5 8GB Ram 1TB Windows 10 WiFi DVD",189.99,Dell,256,8
220,✨Lenovo Thinkpad Yoga 12 Laptop Core i5 ✨4GB RAM 128GB SSD Window 10 ✨Warranty,199.00,Lenovo,2000,64
221,"Dell Latitude 15.6"" Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
222,"Dell 15.6"" Gaming Laptop - Intel Quad Core i5 3.40GHz 64GB RAM 2TB SSD Win11 Pro",318.99 to 878.99,Dell,2000,64
223,"Dell Light Gaming Business 14"" Laptop Intel Quad Core i5 3.6GHz 64GB RAM 2TB SSD",228.99 to 778.99,Dell,512,16
224,Windows11 install Disk,8.74,Other,0,0
225,"Lenovo Thinkpad T480s 14"" TouchScreen 8GB Core i5-8250U 1.8GHz 256GB SSD! Laptop",199.00,Lenovo,256,16
226,"Lenovo N22 11.6"" HD Chromebook Intel Celeron N3050 1.6GHz, 4GB 16GB Chrome",15.00,Lenovo,16,16
227,Windows10 install Disk + Install Flash Drive (32bit + 64bit) bundle,349.99,Other,128,4
228,Panasonic Toughbook CF-C2 MK2 Tablet i5-4300U 8GB 256 SSD Windows 10 Pro A Grade,145.00,Panasonic,256,8
229,Dell Latitude Laptop Core i5 Light Gaming Business 16GB RAM 512GB SSD Win11 Pro,28.99,Dell,16,16
230,"🔥Lenovo ThinkPad 11e Chromebook Laptop - 11.6"" Celeron N2940 4GB RAM 16GB SSD",47.99,Lenovo,16,16
231,"Samsung Galaxy Chromebook 13.3"" 4K 2-in-1 Core i5-10210U 8GB RAM 256GB SSD W/Pen",399.00,Samsung,512,16
232,Lenovo ThinkPad X1 Yoga Core i7-6600U 2.6GHz 256GB SSD 16GB WQHD 2K IPS Win10,60.00,Lenovo,128,4
233,"Dell Chromebook 11.6"" Intel Dual-Core 16GB SSD Laptop Wi-fi Cam comes w/ Charger",275.00,Dell,16,16
234,Lenovo ThinkPad Tablet 10 Intel Atom Z3795 1.59 GHZ 4GB Ram 128GB SSD 20C3001UUS,65.99,Lenovo,16,16
235,"🔥$200 OFF SALE🔥Lenovo IdeaPad 1 14IAU7 14"" (256GB SSD, 8GB RAM)",64.95,Lenovo,0,0
236,"Ubuntu Linux Laptop - Acer R11 C738T Netbook 11.6"" Intel 1.6GHz 4GB 16GB SSD",32.00,Acer,256,8
237,"Lenovo ThinkPad 11E 3rd Gen Intel Celeron N3160 4GB 128GB 11.6"" Win 10 Pro",29.99,Lenovo,0,0
238,"11.6"" Lenovo Chromebook N22 @1.6GHz 16GB SSD 4GB DDR3 w/Charger Cord",11.25,Lenovo,0,8
239,"Acer Chromebook 11 C740-C4PE Celeron 11.6"" 1.50GHz 4GB RAM 16GB SSD Chrome OS",22.00,Acer,256,8
240,Dell Latitude Laptop Intel Core i7 Light Gaming Business 64GB RAM 2TB SSD Win11,318.99 to 858.99,Dell,2000,64
241,"Dell Laptop Latitude 15.6"" Intel Core i5 16GB 1TB HD WiFI HDMI Windows 10 Pro",199.95 to 459.95,Dell,2000,64
242,"Dell ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",69.99,Dell,2000,16
243,Dell Latitude Laptop Intel Core i5 3.6GHz Light Gaming Business 32GB RAM 2TB SSD,279.99 to 739.99,Dell,2000,32
244,"HP Chromebook 14 G4 (14in, 16GB, Intel 2.16GHz, 4GB) with Charger",47.95,HP,16,16
245,"HP Chromebook 11 G4 11.6"" Intel 2.16 GHz 4GB RAM 16GB eMMC Bluetooth HDMI Webcam",79.99,HP,16,16
246,HP EliteBook x360 Touch 2-in-1 Intel Core i7 3.50GHz Win10 Pro 16GB RAM 2TB SSD,359.99 to 639.99,HP,1000,16
247,"Dell Laptop Latitude E6520 Core i7 15.6"" Windows 10 Pro 16GB Ram 1TB WiFi DVD",259.99,Dell,128,4
248,"Dell Latitude Touchscreen Laptop Computer 11.6"" Celeron 4GB 128GB SSD Windows 10",118.91,Dell,32,32
249,"Dell Chromebook 11 3180 Touchscreen Laptop 11.6"" Celeron 4GB Ram 32GB SSD",64.99,Dell,16,16
250,Dell Latitude 3500 Laptop Computer Core i7 16GB Ram 500GB SSD Windows 11 Pro,405.45,Dell,128,8
251,"Microsoft Surface Laptop 3 15 15"" Touch AMD Ryzen 5 8GB 128GB BLACK",349.00,Microsoft,0,0
252,New ListingHP PROBOOK 640 G4 LAPTOP Core i5 - 8250U - 1.60GHZ 8 GB RAM *NO HDD*,105.00,HP,0,0
253,"Dell 15.6"" Latitude Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
254,"Samsung ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",79.99,Samsung,0,0
255,Dell Latitude 7210 2-in-1 Laptop/Tablet i5-10310U 1.70GHz 256GB SSD 16GB DDR3 B-,327.25,Dell,32,32
256,DELL CHROMEBOOK LAPTOP,12.00,Other,1000,32
257,"2023 HP Pavilion 15.6"" HD Laptop, Intel N5030, Upto 3.1GHz, 32GB RAM, 1TB SSD",349.00 to 509.00,HP,128,8
258,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 8th Gen,224.99 to 424.99,HP,512,16
259,Microsoft Surface Laptop Go 2 12.4” i5 1135G7 8GB 128GB 8QD-00023 New Wnty,369.00,Microsoft,0,8
260,"LG Gram 14"" (1920 x 1200) Laptop i7-1260P 16GB 512GB SSD Black 14ZB90Q-G.AAC6U1",599.00,LG,0,8
261,"Lenovo ThinkPad T480 Laptop 14"" Core i5 8GB Ram 256G SSD Windows 10 WiFi",169.00,Lenovo,0,8
262,Dell Latitude Laptop 15.6” Screen Intel Core 8GB Ram 250GB HDMI WiFi Windows 10,198.54,Dell,0,0
263,"New ListingDell Inspiron 15-7559 15"" Intel Core i7 8GB RAM, nVIDIA GTX 960M Laptop (No HDD)",152.50,Dell,256,16
264,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 7th Gen,239.99 to 379.99,HP,0,0
265,Lenovo Thinkpad X1 Carbon 6th Gen i5-8350U 16GB Ram 256GB SSD FHD W10P,279.99,Lenovo,1000,8
266,HP stream11-N2840 11.6 in Celeron 2.16 GHz 2 GB Rams 32 GB SSD Window 10 Home AC,49.99,HP,0,0
267,"Dell Latitude Laptop Computer PC 15.6"" Core i5 8GB Ram 1TB Windows 10 WiFi DVD",189.99,Dell,256,8
268,✨Lenovo Thinkpad Yoga 12 Laptop Core i5 ✨4GB RAM 128GB SSD Window 10 ✨Warranty,199.00,Lenovo,2000,64
269,"Dell Latitude 15.6"" Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
270,"Dell 15.6"" Gaming Laptop - Intel Quad Core i5 3.40GHz 64GB RAM 2TB SSD Win11 Pro",318.99 to 878.99,Dell,2000,64
271,"Dell Light Gaming Business 14"" Laptop Intel Quad Core i5 3.6GHz 64GB RAM 2TB SSD",228.99 to 778.99,Dell,512,16
272,Windows11 install Disk,8.74,Other,0,0
273,"Lenovo Thinkpad T480s 14"" TouchScreen 8GB Core i5-8250U 1.8GHz 256GB SSD! Laptop",199.00,Lenovo,256,16
274,"Lenovo N22 11.6"" HD Chromebook Intel Celeron N3050 1.6GHz, 4GB 16GB Chrome",15.00,Lenovo,16,16
275,Windows10 install Disk + Install Flash Drive (32bit + 64bit) bundle,349.99,Other,128,4
276,Panasonic Toughbook CF-C2 MK2 Tablet i5-4300U 8GB 256 SSD Windows 10 Pro A Grade,145.00,Panasonic,256,8
277,Dell Latitude Laptop Core i5 Light Gaming Business 16GB RAM 512GB SSD Win11 Pro,28.99,Dell,16,16
278,"🔥Lenovo ThinkPad 11e Chromebook Laptop - 11.6"" Celeron N2940 4GB RAM 16GB SSD",47.99,Lenovo,16,16
279,"Samsung Galaxy Chromebook 13.3"" 4K 2-in-1 Core i5-10210U 8GB RAM 256GB SSD W/Pen",399.00,Samsung,512,16
280,Lenovo ThinkPad X1 Yoga Core i7-6600U 2.6GHz 256GB SSD 16GB WQHD 2K IPS Win10,60.00,Lenovo,128,4
281,"Dell Chromebook 11.6"" Intel Dual-Core 16GB SSD Laptop Wi-fi Cam comes w/ Charger",275.00,Dell,16,16
282,Lenovo ThinkPad Tablet 10 Intel Atom Z3795 1.59 GHZ 4GB Ram 128GB SSD 20C3001UUS,65.99,Lenovo,16,16
283,"🔥$200 OFF SALE🔥Lenovo IdeaPad 1 14IAU7 14"" (256GB SSD, 8GB RAM)",64.95,Lenovo,0,0
284,"Ubuntu Linux Laptop - Acer R11 C738T Netbook 11.6"" Intel 1.6GHz 4GB 16GB SSD",32.00,Acer,256,8
285,"Lenovo ThinkPad 11E 3rd Gen Intel Celeron N3160 4GB 128GB 11.6"" Win 10 Pro",29.99,Lenovo,0,0
286,"11.6"" Lenovo Chromebook N22 @1.6GHz 16GB SSD 4GB DDR3 w/Charger Cord",11.25,Lenovo,0,8
287,"Acer Chromebook 11 C740-C4PE Celeron 11.6"" 1.50GHz 4GB RAM 16GB SSD Chrome OS",22.00,Acer,256,8
288,Dell Latitude Laptop Intel Core i7 Light Gaming Business 64GB RAM 2TB SSD Win11,318.99 to 858.99,Dell,2000,64
289,"Dell Laptop Latitude 15.6"" Intel Core i5 16GB 1TB HD WiFI HDMI Windows 10 Pro",199.95 to 459.95,Dell,2000,64
290,"Dell ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",69.99,Dell,2000,16
291,Dell Latitude Laptop Intel Core i5 3.6GHz Light Gaming Business 32GB RAM 2TB SSD,279.99 to 739.99,Dell,2000,32
292,"HP Chromebook 14 G4 (14in, 16GB, Intel 2.16GHz, 4GB) with Charger",47.95,HP,16,16
293,"HP Chromebook 11 G4 11.6"" Intel 2.16 GHz 4GB RAM 16GB eMMC Bluetooth HDMI Webcam",79.99,HP,16,16
294,HP EliteBook x360 Touch 2-in-1 Intel Core i7 3.50GHz Win10 Pro 16GB RAM 2TB SSD,359.99 to 639.99,HP,1000,16
295,"Dell Laptop Latitude E6520 Core i7 15.6"" Windows 10 Pro 16GB Ram 1TB WiFi DVD",259.99,Dell,128,4
296,"Dell Latitude Touchscreen Laptop Computer 11.6"" Celeron 4GB 128GB SSD Windows 10",118.91,Dell,32,32
297,"Dell Chromebook 11 3180 Touchscreen Laptop 11.6"" Celeron 4GB Ram 32GB SSD",64.99,Dell,16,16
298,Dell Latitude 3500 Laptop Computer Core i7 16GB Ram 500GB SSD Windows 11 Pro,405.45,Dell,128,8
299,"Microsoft Surface Laptop 3 15 15"" Touch AMD Ryzen 5 8GB 128GB BLACK",349.00,Microsoft,0,0
300,New ListingHP PROBOOK 640 G4 LAPTOP Core i5 - 8250U - 1.60GHZ 8 GB RAM *NO HDD*,105.00,HP,0,0
301,"Dell 15.6"" Latitude Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
302,"Samsung ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",79.99,Samsung,0,0
303,Dell Latitude 7210 2-in-1 Laptop/Tablet i5-10310U 1.70GHz 256GB SSD 16GB DDR3 B-,327.25,Dell,32,32
304,DELL CHROMEBOOK LAPTOP,12.00,Other,1000,32
305,"2023 HP Pavilion 15.6"" HD Laptop, Intel N5030, Upto 3.1GHz, 32GB RAM, 1TB SSD",349.00 to 509.00,HP,128,8
306,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 8th Gen,224.99 to 424.99,HP,512,16
307,Microsoft Surface Laptop Go 2 12.4” i5 1135G7 8GB 128GB 8QD-00023 New Wnty,369.00,Microsoft,0,8
308,"LG Gram 14"" (1920 x 1200) Laptop i7-1260P 16GB 512GB SSD Black 14ZB90Q-G.AAC6U1",599.00,LG,0,8
309,"Lenovo ThinkPad T480 Laptop 14"" Core i5 8GB Ram 256G SSD Windows 10 WiFi",169.00,Lenovo,0,8
310,Dell Latitude Laptop 15.6” Screen Intel Core 8GB Ram 250GB HDMI WiFi Windows 10,198.54,Dell,0,0
311,"New ListingDell Inspiron 15-7559 15"" Intel Core i7 8GB RAM, nVIDIA GTX 960M Laptop (No HDD)",152.50,Dell,256,16
312,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 7th Gen,239.99 to 379.99,HP,0,0
313,Lenovo Thinkpad X1 Carbon 6th Gen i5-8350U 16GB Ram 256GB SSD FHD W10P,279.99,Lenovo,1000,8
314,HP stream11-N2840 11.6 in Celeron 2.16 GHz 2 GB Rams 32 GB SSD Window 10 Home AC,49.99,HP,0,0
315,"Dell Latitude Laptop Computer PC 15.6"" Core i5 8GB Ram 1TB Windows 10 WiFi DVD",189.99,Dell,256,8
316,✨Lenovo Thinkpad Yoga 12 Laptop Core i5 ✨4GB RAM 128GB SSD Window 10 ✨Warranty,199.00,Lenovo,2000,64
317,"Dell Latitude 15.6"" Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
318,"Dell 15.6"" Gaming Laptop - Intel Quad Core i5 3.40GHz 64GB RAM 2TB SSD Win11 Pro",318.99 to 878.99,Dell,2000,64
319,"Dell Light Gaming Business 14"" Laptop Intel Quad Core i5 3.6GHz 64GB RAM 2TB SSD",228.99 to 778.99,Dell,512,16
320,Windows11 install Disk,8.74,Other,0,0
321,"Lenovo Thinkpad T480s 14"" TouchScreen 8GB Core i5-8250U 1.8GHz 256GB SSD! Laptop",199.00,Lenovo,256,16
322,"Lenovo N22 11.6"" HD Chromebook Intel Celeron N3050 1.6GHz, 4GB 16GB Chrome",15.00,Lenovo,16,16
323,Windows10 install Disk + Install Flash Drive (32bit + 64bit) bundle,349.99,Other,128,4
324,Panasonic Toughbook CF-C2 MK2 Tablet i5-4300U 8GB 256 SSD Windows 10 Pro A Grade,145.00,Panasonic,256,8
325,Dell Latitude Laptop Core i5 Light Gaming Business 16GB RAM 512GB SSD Win11 Pro,28.99,Dell,16,16
326,"🔥Lenovo ThinkPad 11e Chromebook Laptop - 11.6"" Celeron N2940 4GB RAM 16GB SSD",47.99,Lenovo,16,16
327,"Samsung Galaxy Chromebook 13.3"" 4K 2-in-1 Core i5-10210U 8GB RAM 256GB SSD W/Pen",399.00,Samsung,512,16
328,Lenovo ThinkPad X1 Yoga Core i7-6600U 2.6GHz 256GB SSD 16GB WQHD 2K IPS Win10,60.00,Lenovo,128,4
329,"Dell Chromebook 11.6"" Intel Dual-Core 16GB SSD Laptop Wi-fi Cam comes w/ Charger",275.00,Dell,16,16
330,Lenovo ThinkPad Tablet 10 Intel Atom Z3795 1.59 GHZ 4GB Ram 128GB SSD 20C3001UUS,65.99,Lenovo,16,16
331,"🔥$200 OFF SALE🔥Lenovo IdeaPad 1 14IAU7 14"" (256GB SSD, 8GB RAM)",64.95,Lenovo,0,0
332,"Ubuntu Linux Laptop - Acer R11 C738T Netbook 11.6"" Intel 1.6GHz 4GB 16GB SSD",32.00,Acer,256,8
333,"Lenovo ThinkPad 11E 3rd Gen Intel Celeron N3160 4GB 128GB 11.6"" Win 10 Pro",29.99,Lenovo,0,0
334,"11.6"" Lenovo Chromebook N22 @1.6GHz 16GB SSD 4GB DDR3 w/Charger Cord",11.25,Lenovo,0,8
335,"Acer Chromebook 11 C740-C4PE Celeron 11.6"" 1.50GHz 4GB RAM 16GB SSD Chrome OS",22.00,Acer,256,8
336,Dell Latitude Laptop Intel Core i7 Light Gaming Business 64GB RAM 2TB SSD Win11,318.99 to 858.99,Dell,2000,64
337,"Dell Laptop Latitude 15.6"" Intel Core i5 16GB 1TB HD WiFI HDMI Windows 10 Pro",199.95 to 459.95,Dell,2000,64
338,"Dell ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",69.99,Dell,2000,16
339,Dell Latitude Laptop Intel Core i5 3.6GHz Light Gaming Business 32GB RAM 2TB SSD,279.99 to 739.99,Dell,2000,32
340,"HP Chromebook 14 G4 (14in, 16GB, Intel 2.16GHz, 4GB) with Charger",47.95,HP,16,16
341,"HP Chromebook 11 G4 11.6"" Intel 2.16 GHz 4GB RAM 16GB eMMC Bluetooth HDMI Webcam",79.99,HP,16,16
342,HP EliteBook x360 Touch 2-in-1 Intel Core i7 3.50GHz Win10 Pro 16GB RAM 2TB SSD,359.99 to 639.99,HP,1000,16
343,"Dell Laptop Latitude E6520 Core i7 15.6"" Windows 10 Pro 16GB Ram 1TB WiFi DVD",259.99,Dell,128,4
344,"Dell Latitude Touchscreen Laptop Computer 11.6"" Celeron 4GB 128GB SSD Windows 10",118.91,Dell,32,32
345,"Dell Chromebook 11 3180 Touchscreen Laptop 11.6"" Celeron 4GB Ram 32GB SSD",64.99,Dell,16,16
346,Dell Latitude 3500 Laptop Computer Core i7 16GB Ram 500GB SSD Windows 11 Pro,405.45,Dell,128,8
347,"Microsoft Surface Laptop 3 15 15"" Touch AMD Ryzen 5 8GB 128GB BLACK",349.00,Microsoft,0,0
348,New ListingHP PROBOOK 640 G4 LAPTOP Core i5 - 8250U - 1.60GHZ 8 GB RAM *NO HDD*,105.00,HP,0,0
349,"Dell 15.6"" Latitude Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
350,"Samsung ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",79.99,Samsung,0,0
351,Dell Latitude 7210 2-in-1 Laptop/Tablet i5-10310U 1.70GHz 256GB SSD 16GB DDR3 B-,327.25,Dell,32,32
352,DELL CHROMEBOOK LAPTOP,12.00,Other,1000,32
353,"2023 HP Pavilion 15.6"" HD Laptop, Intel N5030, Upto 3.1GHz, 32GB RAM, 1TB SSD",349.00 to 509.00,HP,128,8
354,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 8th Gen,224.99 to 424.99,HP,512,16
355,Microsoft Surface Laptop Go 2 12.4” i5 1135G7 8GB 128GB 8QD-00023 New Wnty,369.00,Microsoft,0,8
356,"LG Gram 14"" (1920 x 1200) Laptop i7-1260P 16GB 512GB SSD Black 14ZB90Q-G.AAC6U1",599.00,LG,0,8
357,"Lenovo ThinkPad T480 Laptop 14"" Core i5 8GB Ram 256G SSD Windows 10 WiFi",169.00,Lenovo,0,8
358,Dell Latitude Laptop 15.6” Screen Intel Core 8GB Ram 250GB HDMI WiFi Windows 10,198.54,Dell,0,0
359,"New ListingDell Inspiron 15-7559 15"" Intel Core i7 8GB RAM, nVIDIA GTX 960M Laptop (No HDD)",152.50,Dell,256,16
360,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 7th Gen,239.99 to 379.99,HP,0,0
361,Lenovo Thinkpad X1 Carbon 6th Gen i5-8350U 16GB Ram 256GB SSD FHD W10P,279.99,Lenovo,1000,8
362,HP stream11-N2840 11.6 in Celeron 2.16 GHz 2 GB Rams 32 GB SSD Window 10 Home AC,49.99,HP,0,0
363,"Dell Latitude Laptop Computer PC 15.6"" Core i5 8GB Ram 1TB Windows 10 WiFi DVD",189.99,Dell,256,8
364,✨Lenovo Thinkpad Yoga 12 Laptop Core i5 ✨4GB RAM 128GB SSD Window 10 ✨Warranty,199.00,Lenovo,2000,64
365,"Dell Latitude 15.6"" Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
366,"Dell 15.6"" Gaming Laptop - Intel Quad Core i5 3.40GHz 64GB RAM 2TB SSD Win11 Pro",318.99 to 878.99,Dell,2000,64
367,"Dell Light Gaming Business 14"" Laptop Intel Quad Core i5 3.6GHz 64GB RAM 2TB SSD",228.99 to 778.99,Dell,512,16
368,Windows11 install Disk,8.74,Other,0,0
369,"Lenovo Thinkpad T480s 14"" TouchScreen 8GB Core i5-8250U 1.8GHz 256GB SSD! Laptop",199.00,Lenovo,256,16
370,"Lenovo N22 11.6"" HD Chromebook Intel Celeron N3050 1.6GHz, 4GB 16GB Chrome",15.00,Lenovo,16,16
371,Windows10 install Disk + Install Flash Drive (32bit + 64bit) bundle,349.99,Other,128,4
372,Panasonic Toughbook CF-C2 MK2 Tablet i5-4300U 8GB 256 SSD Windows 10 Pro A Grade,145.00,Panasonic,256,8
373,Dell Latitude Laptop Core i5 Light Gaming Business 16GB RAM 512GB SSD Win11 Pro,28.99,Dell,16,16
374,"🔥Lenovo ThinkPad 11e Chromebook Laptop - 11.6"" Celeron N2940 4GB RAM 16GB SSD",47.99,Lenovo,16,16
375,"Samsung Galaxy Chromebook 13.3"" 4K 2-in-1 Core i5-10210U 8GB RAM 256GB SSD W/Pen",399.00,Samsung,512,16
376,Lenovo ThinkPad X1 Yoga Core i7-6600U 2.6GHz 256GB SSD 16GB WQHD 2K IPS Win10,60.00,Lenovo,128,4
377,"Dell Chromebook 11.6"" Intel Dual-Core 16GB SSD Laptop Wi-fi Cam comes w/ Charger",275.00,Dell,16,16
378,Lenovo ThinkPad Tablet 10 Intel Atom Z3795 1.59 GHZ 4GB Ram 128GB SSD 20C3001UUS,65.99,Lenovo,16,16
379,"🔥$200 OFF SALE🔥Lenovo IdeaPad 1 14IAU7 14"" (256GB SSD, 8GB RAM)",64.95,Lenovo,0,0
380,"Ubuntu Linux Laptop - Acer R11 C738T Netbook 11.6"" Intel 1.6GHz 4GB 16GB SSD",32.00,Acer,256,8
381,"Lenovo ThinkPad 11E 3rd Gen Intel Celeron N3160 4GB 128GB 11.6"" Win 10 Pro",29.99,Lenovo,0,0
382,"11.6"" Lenovo Chromebook N22 @1.6GHz 16GB SSD 4GB DDR3 w/Charger Cord",11.25,Lenovo,0,8
383,"Acer Chromebook 11 C740-C4PE Celeron 11.6"" 1.50GHz 4GB RAM 16GB SSD Chrome OS",22.00,Acer,256,8
384,Dell Latitude Laptop Intel Core i7 Light Gaming Business 64GB RAM 2TB SSD Win11,318.99 to 858.99,Dell,2000,64
385,"Dell Laptop Latitude 15.6"" Intel Core i5 16GB 1TB HD WiFI HDMI Windows 10 Pro",199.95 to 459.95,Dell,2000,64
386,"Dell ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",69.99,Dell,2000,16
387,Dell Latitude Laptop Intel Core i5 3.6GHz Light Gaming Business 32GB RAM 2TB SSD,279.99 to 739.99,Dell,2000,32
388,"HP Chromebook 14 G4 (14in, 16GB, Intel 2.16GHz, 4GB) with Charger",47.95,HP,16,16
389,"HP Chromebook 11 G4 11.6"" Intel 2.16 GHz 4GB RAM 16GB eMMC Bluetooth HDMI Webcam",79.99,HP,16,16
390,HP EliteBook x360 Touch 2-in-1 Intel Core i7 3.50GHz Win10 Pro 16GB RAM 2TB SSD,359.99 to 639.99,HP,1000,16
391,"Dell Laptop Latitude E6520 Core i7 15.6"" Windows 10 Pro 16GB Ram 1TB WiFi DVD",259.99,Dell,128,4
392,"Dell Latitude Touchscreen Laptop Computer 11.6"" Celeron 4GB 128GB SSD Windows 10",118.91,Dell,32,32
393,"Dell Chromebook 11 3180 Touchscreen Laptop 11.6"" Celeron 4GB Ram 32GB SSD",64.99,Dell,16,16
394,Dell Latitude 3500 Laptop Computer Core i7 16GB Ram 500GB SSD Windows 11 Pro,405.45,Dell,128,8
395,"Microsoft Surface Laptop 3 15 15"" Touch AMD Ryzen 5 8GB 128GB BLACK",349.00,Microsoft,0,0
396,New ListingHP PROBOOK 640 G4 LAPTOP Core i5 - 8250U - 1.60GHZ 8 GB RAM *NO HDD*,105.00,HP,0,0
397,"Dell 15.6"" Latitude Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
398,"Samsung ✅Chromebook Laptop 11.6"" Laptop Intel Dual-Core 16GB SSD Wifi ✅Webcam",79.99,Samsung,0,0
399,Dell Latitude 7210 2-in-1 Laptop/Tablet i5-10310U 1.70GHz 256GB SSD 16GB DDR3 B-,327.25,Dell,32,32
400,DELL CHROMEBOOK LAPTOP,12.00,Other,1000,32
401,"2023 HP Pavilion 15.6"" HD Laptop, Intel N5030, Upto 3.1GHz, 32GB RAM, 1TB SSD",349.00 to 509.00,HP,128,8
402,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 8th Gen,224.99 to 424.99,HP,512,16
403,Microsoft Surface Laptop Go 2 12.4” i5 1135G7 8GB 128GB 8QD-00023 New Wnty,369.00,Microsoft,0,8
404,"LG Gram 14"" (1920 x 1200) Laptop i7-1260P 16GB 512GB SSD Black 14ZB90Q-G.AAC6U1",599.00,LG,0,8
405,"Lenovo ThinkPad T480 Laptop 14"" Core i5 8GB Ram 256G SSD Windows 10 WiFi",169.00,Lenovo,0,8
406,Dell Latitude Laptop 15.6” Screen Intel Core 8GB Ram 250GB HDMI WiFi Windows 10,198.54,Dell,0,0
407,"New ListingDell Inspiron 15-7559 15"" Intel Core i7 8GB RAM, nVIDIA GTX 960M Laptop (No HDD)",152.50,Dell,256,16
408,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Design SSD Webcam i5 7th Gen,239.99 to 379.99,HP,0,0
409,Lenovo Thinkpad X1 Carbon 6th Gen i5-8350U 16GB Ram 256GB SSD FHD W10P,279.99,Lenovo,1000,8
410,HP stream11-N2840 11.6 in Celeron 2.16 GHz 2 GB Rams 32 GB SSD Window 10 Home AC,49.99,HP,0,0
411,"Dell Latitude Laptop Computer PC 15.6"" Core i5 8GB Ram 1TB Windows 10 WiFi DVD",189.99,Dell,256,8
412,✨Lenovo Thinkpad Yoga 12 Laptop Core i5 ✨4GB RAM 128GB SSD Window 10 ✨Warranty,199.00,Lenovo,2000,64
413,"Dell Latitude 15.6"" Laptop Intel Core i5 Light Gaming Business 64GB RAM 2TB SSD",218.99 to 798.99,Dell,16,16
414,"Dell 15.6"" Gaming Laptop - Intel Quad Core i5 3.40GHz 64GB RAM 2TB SSD Win11 Pro",318.99 to 878.99,Dell,2000,64
